fold,user_id,sequence_row,t_idx,question_id,response,timestamp,concept_ids,question_idx,interaction_id,concept_indices,concept_mask,delta_t_log_bin,question_type,num_concepts,concept_rarity_bucket,hist_accuracy,question_difficulty_prior,concept_difficulty_prior,content_embedding_missing,analysis_embedding_missing,content_vec_0,content_vec_1,content_vec_2,content_vec_3,content_vec_4,content_vec_5,content_vec_6,content_vec_7,content_vec_8,content_vec_9,content_vec_10,content_vec_11,content_vec_12,content_vec_13,content_vec_14,content_vec_15,content_vec_16,content_vec_17,content_vec_18,content_vec_19,content_vec_20,content_vec_21,content_vec_22,content_vec_23,content_vec_24,content_vec_25,content_vec_26,content_vec_27,content_vec_28,content_vec_29,content_vec_30,content_vec_31,analysis_vec_0,analysis_vec_1,analysis_vec_2,analysis_vec_3,analysis_vec_4,analysis_vec_5,analysis_vec_6,analysis_vec_7,analysis_vec_8,analysis_vec_9,analysis_vec_10,analysis_vec_11,analysis_vec_12,analysis_vec_13,analysis_vec_14,analysis_vec_15,analysis_vec_16,analysis_vec_17,analysis_vec_18,analysis_vec_19,analysis_vec_20,analysis_vec_21,analysis_vec_22,analysis_vec_23,analysis_vec_24,analysis_vec_25,analysis_vec_26,analysis_vec_27,analysis_vec_28,analysis_vec_29,analysis_vec_30,analysis_vec_31
3,424,18894,0,1083,0,1593405709000,357,1084,1084,358,1,0,-1,1,2,0.7939669707896357,0.6508769001323716,0.7196826869573618,0,0,-0.04953923604178571,-0.27772345485509,0.4566349016321563,-0.22247349085810836,0.047932248974246236,-0.20057792800214191,-0.10689080078439021,0.12795585714951474,-0.29618830514175454,-0.17655308415680668,-0.12852554145738218,-0.11585304181013995,0.3637635428972537,0.22734371515091092,0.06720749837751983,-0.016174275227733178,0.10007813970427877,0.08632101380543067,-0.12960628742850439,0.3002411700950934,-0.014933692681874224,0.1262731467499706,0.0042711732599396805,-0.16903692596338835,-0.017812361092566655,0.04934219498216938,0.19066243813131,-0.17887231076701926,0.020383397619347675,-0.04799783721380579,0.04495841613522819,-0.09717223325611551,-0.15576590980037125,-0.17042978167043857,0.5817533020968282,-0.16672115867285026,0.19996106977913736,-0.24573930094121574,-0.11329677176062342,-0.17121347890806438,-0.07243089271629674,-0.14791776276714122,-0.02591129423046265,-0.13723056340119333,-0.050801205198961995,0.32508235478531655,0.16498772268338774,-0.05975558040462145,-0.023402880116952535,0.028043624591801472,-0.09664668907219107,0.14825654031535557,0.06151114911956581,0.1278594016193258,0.0245727040360207,-0.10281626525319756,-0.11856499653939905,0.13433012453133047,0.1776650666300393,-0.11408277355121246,0.07631326147618372,-0.1902228810843573,0.22055987277397632,-0.14476321731338138
3,424,18894,1,1846,0,1593492875000,213,1847,1847,214,1,16,0,1,3,0.0,0.6752463242959692,0.6706488019621771,0,0,-0.012886041957555756,-0.2882109094436511,0.5202449825594927,-0.2170787678140687,0.019766377760337222,-0.1080559602005449,-0.11055228602633022,0.04782508244954446,-0.37822866653519893,-0.13367152620957076,-0.09010450516115771,-0.06780899241349302,0.14625566631032486,0.182438593749604,0.003586557795486422,-0.17323875824780982,0.1271918726564041,0.03631013774674092,-0.11938587334058781,0.40294184288530904,0.14520996374913223,0.04596518246746927,-0.05575633155476638,-0.15196930677331857,-0.06399401225742393,0.027696153473474004,0.1785180923491319,-0.15104940655603424,0.0641056967741243,0.030265281528999037,0.06839649969822684,0.036187454054604856,-0.08116462243468621,-0.23532288113623295,0.6512644890798758,-0.21738244926446196,0.14425398508525586,-0.016165963168099245,0.02756116952045743,-0.040872911049171345,-0.21106386072605193,-0.16594356466389823,-0.06456029126546452,-0.1746899555070204,-0.0039062440636315034,0.1786930187435152,0.03216067037118563,-0.036976664350795364,0.021743241563251286,-0.04130029357877239,-0.27857702968422077,0.2597549994598585,0.036419280746098445,0.04006458437594836,-0.003601554774027434,-0.11244025193740734,-0.04191231208904832,0.01990742828913019,0.2595052938718302,-0.11138048894371275,0.05921627064028258,-0.13089540181929488,0.19094874081727756,-0.01301833094521437
3,424,18894,2,1848,0,1593492875000,155,1849,1849,156,1,0,0,1,3,0.0,0.08143976862485917,0.7282551184626777,0,0,0.08583176623270508,-0.3022546209179844,0.40616959842041034,-0.26607995231821685,0.17749859432052223,-0.1789961099954252,-0.06545743267064157,0.16634932488154686,-0.24178096231793783,-0.09749703306817994,0.11612522779636933,-0.11450686801906317,0.04940460691647868,0.2862299841019146,0.2328951772139436,-0.33273279170749415,0.21228901841859252,-0.028695784910671356,-0.1842292550091926,0.12955348711831408,-0.05610778140198895,-0.2570402034450975,-0.024365398426214123,-0.06353511661422143,-0.041642315690320446,-0.035856200270970064,0.18999371979022506,0.032000823484942445,0.04237619618152282,-0.04454798214649174,0.10702853659782063,0.016757856921174926,-0.06861536736523878,-0.1943931996635423,0.5107373944473691,-0.2968593009114441,0.24393981684354593,-0.14067037058151194,-0.23481033564862624,0.07706104445123814,-0.28270328176258264,-0.15301436855202669,0.0656708898274145,-0.23583753916255223,0.155121025786801,0.1598695170588041,0.2325179982287072,-0.09172829327689823,0.07885301387104696,0.08006537554990195,-0.25153792481068804,0.17458839582455324,0.023703950968914093,-0.09118944892563598,0.0013967121736427808,-0.11705558798612274,-0.08645137391009852,0.002908385009716639,0.10560324275682621,0.028364405547227373,0.04740402073665127,-0.050234868723133604,0.198266740657257,0.017567939159187092
3,424,18894,3,1847,0,1593492875000,155|5,1848,1848,156|6,1|1,0,0,2,3,0.0,0.5136533924559016,0.8080805156323145,0,0,-0.13529967600267342,-0.3420816434404251,0.46594703040897606,-0.3287982421336984,0.1292274924546971,-0.015498234578864,-0.10220674935994609,0.11046761296527875,-0.14459424801384663,-0.10658861278965352,0.1764791575471572,-0.1513070515328343,0.2541178725181957,0.21514630390311884,0.18233806656309426,-0.17172914632236136,0.019288637828765987,-0.007303437600319076,-0.31829148145388325,0.1595682739567489,-0.10115162051055761,-0.08323947728145874,-0.02594486627594115,-0.14335148739984646,-0.07115909801719753,0.11215160693234552,0.11022959605573207,-0.00623489707931544,0.0516427281278643,0.08522936071118581,0.18016536602862773,-0.04646484666259924,-0.17839712776362832,-0.27051804331793067,0.5660733831849627,-0.1851201242352987,0.10835267374401028,-0.023345762362334356,-0.3359581683397925,-0.11294694023401453,-0.019543799840996755,-0.20256885191821136,0.11019428807952103,-0.0037099127373462454,0.13333192188891824,0.1766714101970069,0.022740817745634315,-0.025045958784385567,0.0018334526726358526,0.056500916335663606,-0.2031247447339048,0.23844201991089978,-0.09152763634642475,0.054539208134946573,-0.06907616917873718,-0.23132150124414913,-0.11897487725380702,0.15621740159665812,-0.02725551185207566,0.1367319489084917,0.017004148959786837,-0.0282311814476064,0.2618870285096555,-0.007556875065668227
3,424,18894,4,3027,1,1593494085000,213,3028,10604,214,1,10,0,1,3,0.0,0.5423797691032254,0.6706488019621771,0,0,0.01164320398323597,-0.21985171620542562,0.5788265919447213,-0.19798694672084166,0.16275928588267838,-0.048270621656913155,-0.12071451772197178,0.023001714316532376,-0.33537782231748553,-0.19954465951904107,0.03169885936724533,-0.09251035022886005,0.14435163937394246,0.12407815833206592,-0.024938873638635756,-0.02752342200794701,0.21545085517229187,-0.10829814603897989,-0.2077286808972014,0.3770423720648177,-0.03401313313537985,-0.04359934823470657,-0.10382281598349381,-0.0009400168814092176,-0.11115005154258766,-0.03449485780275236,0.19336773954122136,-0.07206581803867496,0.11400020249110474,-0.06920537913142662,0.04970315932580012,-0.014665711857331095,-0.03640621809749238,-0.10751478035770956,0.6322854196773078,-0.146056473226397,0.12910352623430923,-0.016129511790539144,-0.09346784574926198,-0.01679078336427984,-0.18599343062350918,-0.20124818831943814,-0.13630826020708628,-0.24713891834992072,-0.06072870933853655,0.0949057067270213,0.11923400778835175,-0.1817335763820066,0.0032104974177772296,-0.07531450931395406,-0.13051649539291274,0.31764921783303,0.002257591307646382,0.1415594520741876,0.18518892190018213,0.015268067350854052,-0.01964729505393241,0.06233822796441412,0.20739094332548885,-0.2000382470781666,0.09494905393732019,-0.2056296372053935,0.06595110889788063,-0.06498994744846866
3,424,18894,5,795,0,1593494085000,304,796,796,305,1,0,0,1,2,0.2,0.7496678735010422,0.7702483187997355,0,0,-0.12076990737013032,-0.278282995218996,0.5506893785854143,-0.2455854120099455,0.11598940318574184,0.02202545680359232,-0.11791872586812233,0.06000910685396198,-0.19607291602693197,-0.21693686825737404,0.03474101324652931,-0.14095007879974292,0.15529284226248002,0.17705864842328708,0.18780345854148617,-0.17474344028536512,0.11924477145708129,0.015702747349795987,-0.21611032354295293,0.21303507576649855,-0.04746391232922772,-0.19225867207850933,-0.12589490833525588,-0.19271592646338426,-0.056692626466379605,0.0664457532984798,0.17670292606774585,-0.004085072008793679,0.15722425531474013,0.03561562864828944,0.12571588593763813,0.07540377312444345,-0.17704433473255185,-0.218402655515869,0.6343886569326824,-0.23424750115456933,0.2436106055947154,-0.051674485294339115,-0.16429835327029302,-0.09901679526491286,-0.1665698619670471,-0.22026113753519824,-0.04062690344648864,-0.04635944595450725,0.14586018960961927,0.19723977285576674,0.10962303542206667,-0.0034372025243656675,0.04028923722623526,0.014207821043360689,-0.20113091068746755,0.16058811293209357,0.009618097566803308,0.022326801196686792,0.00663261145876023,-0.2195141423911897,-0.17835386641238757,0.12536827916804594,0.13220246778845732,-0.0759520294657887,0.0006844970012773007,0.02609473744178566,0.15413372608578435,-0.02124281869669897
3,424,18894,6,845,0,1593494085000,142,846,846,143,1,0,0,1,3,0.16666666666666666,0.6374623344433863,0.7435762391643878,0,0,0.014883508455706988,-0.21473324215881462,0.5777608004331564,-0.22206914251560733,0.034758684912299546,-0.061286163098013456,-0.06683176807990564,0.12966715245970237,-0.3096560668935192,-0.2906499846468974,0.04744477321395732,-0.10072478964031918,0.17608428290724434,0.23547786062407314,0.10891904642581354,-0.2270229677740724,-0.04684914436781181,0.1064967249154131,-0.19885377855490383,0.0722409672450485,-0.10519958415230157,-0.012763144161428513,-0.09405152498470795,-0.0811142334645004,-0.012020802925284459,0.15100903765351217,0.16851233095810533,-0.051066783904104976,0.1714312372765941,-0.0788872042587831,0.15958256729207185,-0.041214602179651956,0.11730427979904856,-0.05655675848830425,0.5927832324127498,-0.28080469515932216,-0.0841558400910909,-0.04199002695415939,-0.05765378311051535,0.06664545143865182,-0.274247794317057,-0.22266213902833987,-0.08357548097133806,-0.16347810192070086,0.1288168991503825,0.23573286218247774,0.1310736955885325,-0.2311026544848459,-0.14094667488607857,0.007591240028603159,-0.24672436524038177,0.10585612951887775,-0.1296959010604972,0.11990379988054511,0.08925640115374131,-0.11049376555082917,0.10344216512746325,0.08887068411872737,0.15385678967665026,-0.06385494022916739,0.16978757394725155,-0.08248888228837453,0.09776682698397905,-0.004507463199215713
3,424,18894,7,1861,0,1593567048000,155,1862,1862,156,1,16,0,1,3,0.14285714285714285,0.7792453487540452,0.7282551184626777,0,0,-0.03757620944760139,-0.2561537069406525,0.5467946728076101,-0.20381952579535187,0.030093398693488607,-0.0015514371886616671,-0.16131917740948415,0.08764378655163596,-0.23364865430101045,-0.11613924216764644,0.03570172409178868,-0.18952698093427153,0.13359333825649639,0.280956977574547,0.27273916259764797,-0.09808791506309254,0.17276401661042148,-0.09794394999501116,-0.3136512131891149,0.07404995252220711,-0.08620530704089957,-0.13483551101315763,-0.11290309738893163,-0.04262038065709442,-0.05136656271644325,0.03681993226191549,-0.0025750290774178277,-0.0628823328904365,0.07381016306053957,0.19339729652490711,0.1929133663702613,-0.016389463442287512,-0.19473673165703742,-0.1770888809405045,0.6375659552622136,-0.20629864574493223,0.1781363824787807,-0.019782989639648283,-0.09751971088712348,0.07244328181950778,-0.18173826358173958,-0.18840214310272643,-0.0006712091388360196,-0.08953897460720403,0.24760089036892455,0.2249943849926245,0.18915006884112115,-0.04969730967574488,0.034402689459464446,0.01946603958340225,-0.22159308719852566,-0.017013638481985276,-0.05798946807203611,-0.11629880719292682,0.01702898868451805,-0.2477936856349051,-0.1803146665749064,0.07728079232054463,0.10091781830603774,-0.02135995328612004,0.01844933440849082,-0.013192373490191756,0.16784205513097814,0.026841406533254803
3,424,18894,8,1860,0,1593567048000,155,1861,1861,156,1,0,0,1,3,0.125,0.564886257430821,0.7282551184626777,0,0,-0.07249482574195187,-0.2685191188418507,0.6265548372223547,-0.12618368484502826,0.03866446120423369,-0.03497144306689201,-0.06265524727066471,0.07878016186365117,-0.11826611899603391,-0.2896269574605658,-0.0004912792693849958,-0.07862036110111699,0.2012282720804585,0.2690018742979879,0.013110538710731562,-0.05192011465157566,0.045284729927748076,-0.14273604947143875,-0.2640690858290709,0.18957136259250715,0.05070437770391041,-0.2700363848151072,0.04373385571844119,-0.07081424623530418,-0.10649327030112937,-0.05620863547924968,0.10329256006162221,-0.0038408931990923582,0.19828586772160323,0.04332392288090739,0.022615593331973157,0.0642050760550137,-0.12943496393632475,-0.2161483131268237,0.6450677062006275,-0.2528144515364467,0.13342337135349372,-0.007066488022845644,-0.18224304331929897,-0.015795125555233505,-0.17880212671501372,-0.14757138439949963,-0.02864895468646565,0.030047440603667024,0.15385017322013347,0.15812496551292113,0.09100740134911708,0.0014238073114267004,-0.014682099255241427,-0.07870986176599956,-0.28298035373108404,0.21950254089268703,0.0028007372125278367,-0.08633535830328269,-0.11246496586412556,-0.15180977202712428,-0.13305156270761176,0.034026267926173304,0.20091595773944954,0.02610031994177094,0.09992442197049911,-0.07860547470820262,0.17891912136657104,0.08273691582284087
3,424,18894,9,1859,0,1593567048000,214,1860,1860,215,1,0,0,1,3,0.1111111111111111,0.7514237419816612,0.7079216817224641,0,0,0.0474973042707231,-0.24964810306272966,0.5272769628512953,-0.21250455231570373,0.06893067526124695,-0.05519022743789515,-0.1633234254203925,0.00832514144246039,-0.31252960907962324,-0.1869468136623353,-0.03902524862053888,-0.06621501731076213,0.15412248650238677,0.1295062682684014,0.05587183734233061,-0.11945549495130395,0.21282202072943793,-0.07197241794834208,-0.22701156763097885,0.4142724265063065,0.041162089482350596,-0.13633236587275413,-0.031828685206845786,-0.05704622031695485,-0.1324662209699432,0.007369641972576796,0.18965609822560509,-0.032424078204729576,0.11325875760304988,0.11271331682365904,0.011680227347260885,-0.05275704428479636,-0.07544290088238885,-0.161507737626687,0.671428304275316,-0.16345793113302734,0.13967682489857583,-0.16190024100001346,-0.04154722019365844,-0.1383139515434282,-0.2589628718292141,-0.158242987212244,-0.016667452323960764,-0.1923162362523612,0.0286414610714664,0.18617001933854685,0.10393838172389862,-0.07658966779199272,-0.060996201462610596,-0.06796613658752769,-0.21553716515582122,0.1978119746769387,0.11481201275765736,0.029425364789311164,0.009385016119640743,-0.10134188247178269,-0.035781157817569575,-0.0016580765094654586,0.3110943135323386,-0.021004800208474478,0.09828778874947455,-0.08783484519247182,0.09155311851388247,-0.0017848017518301677
