fold,user_id,sequence_row,t_idx,question_id,response,timestamp,concept_ids,question_idx,interaction_id,concept_indices,concept_mask,delta_t_log_bin,question_type,num_concepts,concept_rarity_bucket,hist_accuracy,question_difficulty_prior,concept_difficulty_prior,content_embedding_missing,analysis_embedding_missing,content_vec_0,content_vec_1,content_vec_2,content_vec_3,content_vec_4,content_vec_5,content_vec_6,content_vec_7,content_vec_8,content_vec_9,content_vec_10,content_vec_11,content_vec_12,content_vec_13,content_vec_14,content_vec_15,content_vec_16,content_vec_17,content_vec_18,content_vec_19,content_vec_20,content_vec_21,content_vec_22,content_vec_23,content_vec_24,content_vec_25,content_vec_26,content_vec_27,content_vec_28,content_vec_29,content_vec_30,content_vec_31,analysis_vec_0,analysis_vec_1,analysis_vec_2,analysis_vec_3,analysis_vec_4,analysis_vec_5,analysis_vec_6,analysis_vec_7,analysis_vec_8,analysis_vec_9,analysis_vec_10,analysis_vec_11,analysis_vec_12,analysis_vec_13,analysis_vec_14,analysis_vec_15,analysis_vec_16,analysis_vec_17,analysis_vec_18,analysis_vec_19,analysis_vec_20,analysis_vec_21,analysis_vec_22,analysis_vec_23,analysis_vec_24,analysis_vec_25,analysis_vec_26,analysis_vec_27,analysis_vec_28,analysis_vec_29,analysis_vec_30,analysis_vec_31
4,1171,25787,0,277,0,1595930133000,62,278,278,63,1,0,-1,1,3,0.794576669338309,0.6001395914587455,0.8221272070436014,0,0,0.15420378469372176,-0.3238527519986749,0.4788874428648657,-0.08489063169973814,0.020239375010043085,-0.08194716891745428,-0.22772004947131236,0.032458983102980565,-0.13671397835507412,-0.18822936090264875,-0.14819670458729134,-0.14922685757230544,0.10367334374358887,0.24265115988046876,0.06127639009972558,-0.10465502022468592,0.10595364218828963,-0.044864998723471806,-0.31069791322163787,0.2811214757417812,-0.049075619978054104,0.0391629283753198,-0.016452441943071404,-0.24196072842634087,0.18094694646585885,0.06153429901753252,0.13234262064731867,-0.04372956748160502,0.2565686534846952,-0.08599393330371452,-0.06984488351186999,0.08039695742987155,0.10043777290168508,-0.04668296843436043,0.6591100205792434,-0.17400961317074787,0.09667509027515048,-0.040711210650484615,-0.02957184443452261,-0.19250796320225352,-0.03547218808753596,-0.14696063236976398,0.12747283218777278,-0.17716305996204484,-0.004311940723558644,0.2404334380874988,-0.07947700560795393,-0.06350290626576344,0.0973145386468004,-0.215848801298929,-0.32835215460795725,0.2821575174392435,-0.10529932397671012,0.10208368148496588,-0.022132847273105893,-0.08988541555759057,-0.016820240522072816,0.06164776159584948,0.04084921455572687,0.09262154241721962,0.06092001572834124,-0.1970291579270619,-0.05836372302215815,-0.0398314320244269
4,1171,25787,1,278,1,1595930133000,147,279,7796,148,1,0,-1,1,3,0.0,0.8214999555097985,0.7857540455329942,0,0,0.12446684658451346,-0.32519339197895397,0.42128611080817613,-0.1575326460426711,-0.015836033987788812,-0.08889146655999323,-0.2052047526296015,0.08821238992233417,-0.12059984630830124,-0.21572539687936942,-0.24864825441037516,-0.15893734885479624,-0.06186650803712847,0.35152941696598067,0.1912500774939497,-0.13078899124358073,0.1311298420793921,-0.08405287677724788,-0.17943898798263572,0.3080199872532013,-0.04951794700533874,0.1365491994078387,-0.002978035730266302,-0.10672364895186603,0.04049814718748021,-0.013399114609734917,0.18853276635686106,-0.07102244148457423,0.22470519510983974,0.011136358497891066,-0.09719511452462853,0.05349238848234281,-0.018370601503561505,-0.19181828376748203,0.6998299388010177,-0.06804260426940681,0.03296100683650176,-0.21341257566018523,-0.09962035771504017,-0.10203923589286441,-0.03283112549638807,-0.12857562539627537,0.00018649937285268337,-0.237824277172635,0.014674084130320253,0.1969278385801625,0.03856539784868127,-0.09791737078411465,0.17486536976875042,-0.09238240479138864,-0.2794865793538216,0.33165419037280347,-0.044367422359208306,0.14230726970269184,-0.07968570073876524,-0.07777923950452618,-0.023277112199570935,0.01767893207364911,0.06710285307649556,-0.0023832565924270543,0.038322968203318285,-0.06388476395899781,0.04431923932384913,-0.05051828994275894
4,1171,25787,2,276,0,1595930133000,65,277,277,66,1,0,-1,1,3,0.5,0.7692811787377453,0.8005439418069029,0,0,0.04982252573311117,-0.332226066364802,0.37334753686516586,-0.22167267633670282,0.07145243144955814,-0.08201181537074757,-0.12353900096196442,0.09212333056367339,-0.18019782570248355,-0.16482566775937532,-0.18002598549107549,-0.0650323820021889,0.1426053302103579,0.3618245293397772,0.09531974959153329,-0.10807386954505635,0.12853314366784818,0.04829320470648933,-0.26653841553760216,0.251050509049581,0.0016726330862763968,0.11399212806815126,-0.15173178146559285,-0.1324009765246902,0.16038396788375447,0.024305252018409943,0.2700923194713912,-0.12022255878540457,0.19034361546107323,-0.18098817856386137,-0.06040165353151807,-0.043766489652870215,0.050317966959533056,-0.3423898896386373,0.5370432207348117,-0.2302802973959781,0.16683558033696888,-0.1700908957495725,-0.10123625334549378,0.11822777184360349,-0.17160070504030378,-0.09133218045010329,-0.024324586364023203,-0.13161439503584949,0.0709763239445672,0.22041116639247924,0.14397871331062606,-0.12159885401044528,0.08596205094477835,-0.10212463863164954,-0.33871129421390145,0.23034660555783887,0.017726816725477955,0.04702338488260721,-0.14996608194099884,-0.11643033605344023,0.077580564925175,0.04043958727389206,0.2488545152199391,-0.012425581637693976,0.09380167451163152,-0.09561378795021201,-0.016743302328463845,0.028821588545703804
4,1171,25787,3,2333,1,1599213464000,155,2334,9851,156,1,20,-1,1,3,0.3333333333333333,0.9271949866177883,0.7289595667916913,0,0,-0.016605654546410765,-0.31046543770762275,0.589770940001294,-0.2700713839033806,0.001841501564637178,0.042417287608344074,0.01648606835263862,0.1425283612195125,-0.0020255615980824837,-0.23172913942673456,0.05539393389720898,0.01578283671387979,-0.008435725733260353,0.22859492695496084,-0.02769891814726807,-0.054833653385801005,-0.016653548957369865,-0.06827133129612487,-0.31360761384415103,0.15512127396186726,-0.1924839015250326,-0.305710639141191,0.09395490578000185,-0.03198779671355066,-0.01453122696054335,0.015255458913141583,0.12404358002773658,-0.03527294611065507,0.19345277619472107,0.07366369470063007,-0.01186540299506773,0.13885651761708953,-0.01610597308720221,-0.41943782313000016,0.5082842704268759,-0.1729355401957216,0.07317404644811625,0.007037358458532493,0.03169356552053911,0.07368585591118833,-0.1082250565939693,-0.20451179060556285,0.07205194944459897,0.08779635960696479,-0.06437438161258936,0.3163525163043145,0.0616370524264765,-0.01984314733571135,-0.07236548850744125,-0.14754153711886267,-0.36818898487040497,0.09966415457677405,-0.06027637664184573,-0.2763311519551815,0.0852739565555674,0.006532119847478685,0.0547220690125674,-0.014483327629089354,0.16519190721419375,-0.11027263893463048,0.13545570382595004,0.03418056611054814,0.1433304044151867,0.0796299165538926
4,1171,25787,4,1946,0,1599818142000,155,1947,1947,156,1,19,-1,1,3,0.5,0.692174779343544,0.7289595667916913,0,0,0.08319640983925426,-0.22250286220190404,0.6180010901254487,-0.26579274903503025,0.1464191952970646,-0.07431624467659802,-0.04335123811719515,0.1102647309158931,-0.16705092820493503,-0.13211421386902383,-0.0409202706626061,-0.09452606494540931,0.2183682813036712,0.20980369202275503,0.17399089682208957,-0.02859022414002772,-0.010744699243250418,-0.1313917815565456,-0.20551175415678163,0.21205394304100603,-0.16349836765009837,-0.14672678916116066,-0.10365640704511495,-0.09915940554438048,-0.034966188013004364,-0.043576249546293064,0.1432631255679581,-0.11566978388504011,0.19042091663777969,-0.10742947836116583,0.11166542973214504,-0.022881883568545557,-0.18846690318946463,-0.27685185768910864,0.640713065627964,-0.12204755671996359,0.24277577992054847,0.08897478398182228,-0.31451529684603713,-0.10210949655601272,0.10778521596180206,-0.23322454118756347,0.0336770943576571,-0.036165707791778835,0.13539464509862362,0.06619601802094842,-0.06403523794650293,-0.011845676306749767,0.09873911056827872,0.012078750778645439,-0.21703192963222318,0.045746487930755295,-0.0752964794131845,0.006047528815731861,0.1139622928025989,-0.1304605786885088,-0.20436441318854545,-0.08126826442393885,0.023047160141461763,0.11479068396648326,0.0626653661386737,-0.0031603333580567344,0.17318260861101786,-0.001658125337337626
4,1171,25787,5,297,1,1599829619000,55,298,7815,56,1,13,-1,1,3,0.4,0.731456184284973,0.803333977701948,0,0,-0.0665789467177378,-0.16187904747320958,0.5850904746565693,-0.10313342720669519,0.08117942820186894,-0.019445890357220663,-0.25360786904858207,0.12216386280114282,-0.0842487478876118,-0.05030007458068057,0.049406209219224215,-0.2607231697988624,0.1696246131994778,0.1823652614846159,0.1659047272404161,-0.10317686278524221,0.00427957733409414,-0.1494135012629407,-0.2778787007844324,0.31423386625326716,-0.13263110262322603,-0.1496937714973666,-0.013009784077789334,-0.01952784194083607,-0.07548145650242667,-0.09192010052945428,0.14788723669214907,-0.04007462907257353,0.2549567480959638,-0.08620137378552865,0.028136116709189442,-0.015500171118178498,-0.062021273539015785,-0.20174251066815002,0.5843316378944331,-0.09466481717229544,0.12046024475860008,-0.1046045192976415,-0.1509291318174434,0.0589636102227858,0.024088775095027038,-0.05165198302111761,0.11694738152678673,-0.3233906942752429,0.04249502517810299,0.2518864117739993,0.1328058629965878,-0.03719467421047346,-0.06529459525809414,-0.16717092772415038,-0.3062333415463272,0.237087348426168,-0.1334340371669963,-0.006663919992170139,-0.10025507662575303,-0.03338842604755505,-0.024097319467370305,-0.0659907807717473,0.18484851921399686,0.06196390871723743,0.08162718711852472,-0.1710910100721695,0.2244797568789415,-0.08411620104324215
4,1171,25787,6,291,1,1599888436000,55,292,7809,56,1,15,-1,1,3,0.5,0.9012630456242068,0.803333977701948,0,0,-0.17622317818674976,-0.13258822185265579,0.5942242680708967,-0.2516107188938659,0.2568870719997263,0.021477642263864023,-0.15428314576652796,0.08155117877844562,-0.1513162453665873,-0.06110292864123828,0.12679694892092327,-0.024094245802951775,0.23032858443595147,0.09083896339676059,0.13576751861063235,-0.08327285369564999,0.016946145298233,-0.1438491693858452,-0.35616842192233833,0.2248324188201093,0.00536643478982128,-0.15550951110448538,-0.0061180869463925355,-0.12693936107595408,-0.2358891272137634,0.06010670436002996,0.06402540834439406,0.004203814507907097,0.04079510101496945,0.02074923938952093,0.05552216501525217,-0.028135143558015965,-0.030865068559025176,-0.12339930749150956,0.6340714304634871,-0.21812450217699297,0.09526686760224148,-0.06526073830028233,-0.10091170466212225,0.034562275510769694,-0.044325337130769374,-0.11236078283165683,0.06571188177536351,-0.02859238032402804,0.1272591563391189,0.23095299634827582,0.16841283490284167,-0.04483782856488725,-0.05552240490551155,-0.286729932835485,-0.3914608312366433,0.16753968782309225,-0.04922068554113971,0.0028517978438882376,-0.14124558436980733,-0.17094010996529269,0.005106065865606121,0.0083138150525709,0.10021086506975116,0.027488673863681052,0.04584077084839017,-0.06594883700398131,0.2218459480076576,-0.07128124489215291
4,1171,25787,7,293,1,1599888490000,155,294,7811,156,1,5,-1,1,3,0.5714285714285714,0.6105700884921198,0.7289595667916913,0,0,0.14813092712178266,-0.24328186378884137,0.6285266928660193,-0.2014518053086844,0.036568368530393594,-0.16251631246606527,-0.08454085036120607,0.08174338751243392,-0.31751450817921106,-0.19260116143594633,-0.04320276848603236,-0.11179781036178195,0.07250490875533643,0.21556085507710743,0.1574369107589506,-0.17450990814447193,0.048652139632040216,-0.06645807700255131,-0.17936284628857233,0.19107790747653264,0.04051070864911038,-0.13018354069791513,-0.013535219016211842,-0.030339882230106717,-0.10805649693874422,0.13120301694421233,0.17352559997282524,-0.13148355816656246,0.04628469091426048,0.05374523283403238,0.01838631183460883,0.07489124776456126,-0.05672028413984797,-0.11463619839550765,0.673092113435486,-0.2729452854819138,0.05180685662052389,-0.11730188332299628,-0.31373566151660354,-0.127183319190122,-0.2013004270175258,-0.09822813586393855,0.02108529659875835,-0.004310320005191039,-0.007904503659310287,0.0634131809862694,0.07889421062902424,-0.07295237924051731,0.024861095638366203,-0.06276520897800063,-0.17445662479814855,0.14009465429594736,0.1001380857689726,0.1265900058839832,-0.04290422915419302,-0.09469258343641071,-0.19429324859046818,0.215465147275359,0.19910392817214476,0.06638997827272089,0.010736395548768816,-0.034878656781387775,0.187953579209517,-0.04912529970290721
4,1171,25787,8,292,1,1599888490000,155,293,7810,156,1,0,-1,1,3,0.625,0.7356697790352764,0.7289595667916913,0,0,-0.037947225912840506,-0.2339629070084243,0.5096226131704366,-0.22134229913250936,0.09084765199697649,-0.2712452646768202,0.027371659264914763,0.11743732157458053,-0.22965131162029187,-0.16629858281675297,-0.07351666486295208,-0.1397437282532487,0.3019878741846113,0.21875034352408906,0.17808237598173252,-0.16718922626857927,-0.04133026867555725,-0.06251569885266452,-0.2610393963950384,0.19620630773863304,-0.08091289147214727,-0.04807069099004494,0.06297329471622132,-0.08893936498451212,-0.043869401417160975,0.16562134330456846,0.24094166577883325,-0.08780595458130973,0.04886867956492755,0.025022713200028787,0.05424113754668423,-0.02532352986299195,-0.20787709675084132,-0.1844463831318076,0.6753970468301873,-0.0961187799189452,0.22636344411087614,-0.13162875629339588,-0.3474303416995666,-0.07480996551230175,-0.024431303908672077,-0.21681959961215863,0.059254440246813596,-0.06187861413186869,0.1031766113996275,0.10912013132250896,0.0688719819440443,-0.0384902361732631,0.06013946516219946,-0.027474751671761135,-0.21285320058631058,0.09956996354659477,-0.03928413556292523,0.08580067225170912,0.07917585423145901,-0.16316656730882606,-0.17374004251328332,-0.007135740685282545,-0.022036355779505166,0.09182638311017148,0.061799056846499945,0.028326129207724576,0.17938020530323642,0.037791768374942365
4,1171,25787,9,1946,1,1599888490000,155,1947,9464,156,1,0,-1,1,3,0.6666666666666666,0.692174779343544,0.7289595667916913,0,0,0.08319640983925426,-0.22250286220190404,0.6180010901254487,-0.26579274903503025,0.1464191952970646,-0.07431624467659802,-0.04335123811719515,0.1102647309158931,-0.16705092820493503,-0.13211421386902383,-0.0409202706626061,-0.09452606494540931,0.2183682813036712,0.20980369202275503,0.17399089682208957,-0.02859022414002772,-0.010744699243250418,-0.1313917815565456,-0.20551175415678163,0.21205394304100603,-0.16349836765009837,-0.14672678916116066,-0.10365640704511495,-0.09915940554438048,-0.034966188013004364,-0.043576249546293064,0.1432631255679581,-0.11566978388504011,0.19042091663777969,-0.10742947836116583,0.11166542973214504,-0.022881883568545557,-0.18846690318946463,-0.27685185768910864,0.640713065627964,-0.12204755671996359,0.24277577992054847,0.08897478398182228,-0.31451529684603713,-0.10210949655601272,0.10778521596180206,-0.23322454118756347,0.0336770943576571,-0.036165707791778835,0.13539464509862362,0.06619601802094842,-0.06403523794650293,-0.011845676306749767,0.09873911056827872,0.012078750778645439,-0.21703192963222318,0.045746487930755295,-0.0752964794131845,0.006047528815731861,0.1139622928025989,-0.1304605786885088,-0.20436441318854545,-0.08126826442393885,0.023047160141461763,0.11479068396648326,0.0626653661386737,-0.0031603333580567344,0.17318260861101786,-0.001658125337337626
